"beta_hat","beta","gamma","sigma","distribution","g","r"
-1.11448375224581,0.05,0.5,0.5,"normal",4,262
0.493754219156976,0.05,0.5,0.5,"normal",4,262
-0.62337093087164,0.05,0.5,0.5,"normal",4,262
0.577951261460184,0.05,0.5,0.5,"normal",4,262
0.194262924759355,0.05,0.5,0.5,"normal",4,262
0.711113266482074,0.05,0.5,0.5,"normal",4,262
0.124170906781188,0.05,0.5,0.5,"normal",4,262
-0.361035351070748,0.05,0.5,0.5,"normal",4,262
0.103815997274711,0.05,0.5,0.5,"normal",4,262
-0.776801743663244,0.05,0.5,0.5,"normal",4,262
0.132080048603837,0.05,0.5,0.5,"normal",4,262
-0.736742612051326,0.05,0.5,0.5,"normal",4,262
-0.16365153700411,0.05,0.5,0.5,"normal",4,262
0.467397464126595,0.05,0.5,0.5,"normal",4,262
1.00919892043186,0.05,0.5,0.5,"normal",4,262
0.0287878166476724,0.05,0.5,0.5,"normal",4,262
-0.420878613070474,0.05,0.5,0.5,"normal",4,262
0.604324972211595,0.05,0.5,0.5,"normal",4,262
-0.140548466239845,0.05,0.5,0.5,"normal",4,262
0.369900050126787,0.05,0.5,0.5,"normal",4,262
-0.0225071636875817,0.05,0.5,0.5,"normal",4,262
0.306270005353672,0.05,0.5,0.5,"normal",4,262
0.176923522609418,0.05,0.5,0.5,"normal",4,262
0.321965713892676,0.05,0.5,0.5,"normal",4,262
-0.276548723500357,0.05,0.5,0.5,"normal",4,262
0.0250237902847268,0.05,0.5,0.5,"normal",4,262
0.00942051561652954,0.05,0.5,0.5,"normal",4,262
-0.406694943540199,0.05,0.5,0.5,"normal",4,262
-0.71951083741907,0.05,0.5,0.5,"normal",4,262
-0.0816905287484272,0.05,0.5,0.5,"normal",4,262
0.0278574903972291,0.05,0.5,0.5,"normal",6,174
-0.541045725773827,0.05,0.5,0.5,"normal",6,174
-0.224064192233807,0.05,0.5,0.5,"normal",6,174
0.251528232995937,0.05,0.5,0.5,"normal",6,174
-0.0858172471335625,0.05,0.5,0.5,"normal",6,174
-0.522976718756717,0.05,0.5,0.5,"normal",6,174
-0.438673718083073,0.05,0.5,0.5,"normal",6,174
-0.0558852391965276,0.05,0.5,0.5,"normal",6,174
0.0403908475601189,0.05,0.5,0.5,"normal",6,174
-0.848852166678057,0.05,0.5,0.5,"normal",6,174
0.703425942655531,0.05,0.5,0.5,"normal",6,174
0.0560488707272317,0.05,0.5,0.5,"normal",6,174
0.724022582467536,0.05,0.5,0.5,"normal",6,174
-0.0248555894509679,0.05,0.5,0.5,"normal",6,174
-0.0381270744210394,0.05,0.5,0.5,"normal",6,174
-0.708864238777032,0.05,0.5,0.5,"normal",6,174
-0.0146726181202397,0.05,0.5,0.5,"normal",6,174
0.241282479014432,0.05,0.5,0.5,"normal",6,174
0.547127302058155,0.05,0.5,0.5,"normal",6,174
-0.272693657519914,0.05,0.5,0.5,"normal",6,174
0.336211978261861,0.05,0.5,0.5,"normal",6,174
0.350611455991194,0.05,0.5,0.5,"normal",6,174
-0.0359218211676654,0.05,0.5,0.5,"normal",6,174
-0.322314440847399,0.05,0.5,0.5,"normal",6,174
0.453613600196783,0.05,0.5,0.5,"normal",6,174
0.0183704012281537,0.05,0.5,0.5,"normal",6,174
0.191802695892322,0.05,0.5,0.5,"normal",6,174
0.343675456218367,0.05,0.5,0.5,"normal",6,174
-0.539501793449767,0.05,0.5,0.5,"normal",6,174
0.131760556703366,0.05,0.5,0.5,"normal",6,174
-0.228331260987176,0.05,0.5,0.5,"normal",8,130
-0.356034568940783,0.05,0.5,0.5,"normal",8,130
0.379375188392159,0.05,0.5,0.5,"normal",8,130
0.538383510125036,0.05,0.5,0.5,"normal",8,130
-0.0307947048910378,0.05,0.5,0.5,"normal",8,130
0.390461159138799,0.05,0.5,0.5,"normal",8,130
-0.243890872903041,0.05,0.5,0.5,"normal",8,130
-0.00870859873869178,0.05,0.5,0.5,"normal",8,130
-0.365625329753516,0.05,0.5,0.5,"normal",8,130
0.127430728346342,0.05,0.5,0.5,"normal",8,130
-0.328805505030594,0.05,0.5,0.5,"normal",8,130
1.0817812062857,0.05,0.5,0.5,"normal",8,130
0.392261220184437,0.05,0.5,0.5,"normal",8,130
-0.275461286801702,0.05,0.5,0.5,"normal",8,130
0.453495070692815,0.05,0.5,0.5,"normal",8,130
0.160148580041025,0.05,0.5,0.5,"normal",8,130
0.844146711241062,0.05,0.5,0.5,"normal",8,130
0.936820742111437,0.05,0.5,0.5,"normal",8,130
0.722237343814236,0.05,0.5,0.5,"normal",8,130
-0.173918995538105,0.05,0.5,0.5,"normal",8,130
-0.273585048446552,0.05,0.5,0.5,"normal",8,130
0.213422045977876,0.05,0.5,0.5,"normal",8,130
-0.703433875917996,0.05,0.5,0.5,"normal",8,130
0.137309512696379,0.05,0.5,0.5,"normal",8,130
-0.734979998328738,0.05,0.5,0.5,"normal",8,130
0.102935960975231,0.05,0.5,0.5,"normal",8,130
0.993684116589053,0.05,0.5,0.5,"normal",8,130
0.157376332732653,0.05,0.5,0.5,"normal",8,130
-0.0568462848567382,0.05,0.5,0.5,"normal",8,130
-0.0323832697692929,0.05,0.5,0.5,"normal",8,130
-0.338681608522408,0.05,0.5,0.5,"normal",10,104
-0.0892394583479746,0.05,0.5,0.5,"normal",10,104
0.754122700352733,0.05,0.5,0.5,"normal",10,104
0.00146520173602375,0.05,0.5,0.5,"normal",10,104
0.471240617910747,0.05,0.5,0.5,"normal",10,104
-0.351737963270442,0.05,0.5,0.5,"normal",10,104
0.463238624414417,0.05,0.5,0.5,"normal",10,104
0.0304750206806221,0.05,0.5,0.5,"normal",10,104
0.320087546299365,0.05,0.5,0.5,"normal",10,104
0.0829232622226747,0.05,0.5,0.5,"normal",10,104
0.456265735089932,0.05,0.5,0.5,"normal",10,104
-0.220254048769776,0.05,0.5,0.5,"normal",10,104
-0.401799709670426,0.05,0.5,0.5,"normal",10,104
0.227407618878284,0.05,0.5,0.5,"normal",10,104
0.234407075337686,0.05,0.5,0.5,"normal",10,104
0.0255535537115876,0.05,0.5,0.5,"normal",10,104
-0.323958045139541,0.05,0.5,0.5,"normal",10,104
-0.475314870402538,0.05,0.5,0.5,"normal",10,104
0.192190957218473,0.05,0.5,0.5,"normal",10,104
-0.15682671671133,0.05,0.5,0.5,"normal",10,104
0.0529143942788378,0.05,0.5,0.5,"normal",10,104
-0.140239971897145,0.05,0.5,0.5,"normal",10,104
-0.017766300568091,0.05,0.5,0.5,"normal",10,104
0.488732824489759,0.05,0.5,0.5,"normal",10,104
-0.126244851219811,0.05,0.5,0.5,"normal",10,104
0.292580279433247,0.05,0.5,0.5,"normal",10,104
0.192448977534891,0.05,0.5,0.5,"normal",10,104
0.430337959130194,0.05,0.5,0.5,"normal",10,104
-0.417306297028946,0.05,0.5,0.5,"normal",10,104
-0.0970526981732438,0.05,0.5,0.5,"normal",10,104
0.577281615904432,0.05,0.5,0.5,"normal",12,86
-0.148205444613346,0.05,0.5,0.5,"normal",12,86
0.38366824376227,0.05,0.5,0.5,"normal",12,86
-0.0569857713775479,0.05,0.5,0.5,"normal",12,86
0.0681389398474742,0.05,0.5,0.5,"normal",12,86
0.0843390488743842,0.05,0.5,0.5,"normal",12,86
-0.061824084917235,0.05,0.5,0.5,"normal",12,86
-0.461243295858788,0.05,0.5,0.5,"normal",12,86
-0.15529071131092,0.05,0.5,0.5,"normal",12,86
-0.130966008430081,0.05,0.5,0.5,"normal",12,86
-0.245017812361172,0.05,0.5,0.5,"normal",12,86
0.2721999238898,0.05,0.5,0.5,"normal",12,86
-0.205798603164424,0.05,0.5,0.5,"normal",12,86
0.000690365285965781,0.05,0.5,0.5,"normal",12,86
0.0412107463815051,0.05,0.5,0.5,"normal",12,86
0.422745789073467,0.05,0.5,0.5,"normal",12,86
0.451178209494562,0.05,0.5,0.5,"normal",12,86
0.300893967554486,0.05,0.5,0.5,"normal",12,86
0.351122951047721,0.05,0.5,0.5,"normal",12,86
-0.360378790247394,0.05,0.5,0.5,"normal",12,86
-0.24672043501995,0.05,0.5,0.5,"normal",12,86
-0.00816248381185431,0.05,0.5,0.5,"normal",12,86
-0.291025930912657,0.05,0.5,0.5,"normal",12,86
-0.146531174332063,0.05,0.5,0.5,"normal",12,86
0.0693706546509361,0.05,0.5,0.5,"normal",12,86
-0.368306334964008,0.05,0.5,0.5,"normal",12,86
-0.420723922649355,0.05,0.5,0.5,"normal",12,86
0.749933148226019,0.05,0.5,0.5,"normal",12,86
0.393419303099126,0.05,0.5,0.5,"normal",12,86
0.334904370105831,0.05,0.5,0.5,"normal",12,86
0.0931516323705629,0.05,0.5,0.5,"normal",14,74
-0.127791653942796,0.05,0.5,0.5,"normal",14,74
0.373084559408303,0.05,0.5,0.5,"normal",14,74
0.0462510197409569,0.05,0.5,0.5,"normal",14,74
-0.177236603306434,0.05,0.5,0.5,"normal",14,74
0.20449868777622,0.05,0.5,0.5,"normal",14,74
0.270542021751989,0.05,0.5,0.5,"normal",14,74
0.00400717476400961,0.05,0.5,0.5,"normal",14,74
-0.300996630018369,0.05,0.5,0.5,"normal",14,74
-0.0202759022421353,0.05,0.5,0.5,"normal",14,74
0.321690499442554,0.05,0.5,0.5,"normal",14,74
-0.00904221344134071,0.05,0.5,0.5,"normal",14,74
0.152825673968446,0.05,0.5,0.5,"normal",14,74
0.176541159480114,0.05,0.5,0.5,"normal",14,74
-0.224531815684108,0.05,0.5,0.5,"normal",14,74
0.0918487115799529,0.05,0.5,0.5,"normal",14,74
-0.0163730285612468,0.05,0.5,0.5,"normal",14,74
-0.0342856352265379,0.05,0.5,0.5,"normal",14,74
-0.468079750148876,0.05,0.5,0.5,"normal",14,74
0.165927518189421,0.05,0.5,0.5,"normal",14,74
-0.356570231901759,0.05,0.5,0.5,"normal",14,74
-0.0391534712124015,0.05,0.5,0.5,"normal",14,74
-0.0038337148339844,0.05,0.5,0.5,"normal",14,74
0.245450382261857,0.05,0.5,0.5,"normal",14,74
-0.0663610950275838,0.05,0.5,0.5,"normal",14,74
0.208482376410232,0.05,0.5,0.5,"normal",14,74
0.138929294298904,0.05,0.5,0.5,"normal",14,74
-0.226629602459207,0.05,0.5,0.5,"normal",14,74
0.583395146373376,0.05,0.5,0.5,"normal",14,74
0.090538604115138,0.05,0.5,0.5,"normal",14,74
0.360835181382935,0.05,0.5,0.5,"normal",16,64
0.0717566101978402,0.05,0.5,0.5,"normal",16,64
0.00772736679821739,0.05,0.5,0.5,"normal",16,64
0.584268676783556,0.05,0.5,0.5,"normal",16,64
-0.07023983936022,0.05,0.5,0.5,"normal",16,64
-0.237521791447445,0.05,0.5,0.5,"normal",16,64
-0.140909282663869,0.05,0.5,0.5,"normal",16,64
0.125311330140498,0.05,0.5,0.5,"normal",16,64
-0.468639305915822,0.05,0.5,0.5,"normal",16,64
0.0480580962299561,0.05,0.5,0.5,"normal",16,64
0.283623239818403,0.05,0.5,0.5,"normal",16,64
0.0267173454477476,0.05,0.5,0.5,"normal",16,64
0.0232744312638793,0.05,0.5,0.5,"normal",16,64
-0.192236644953987,0.05,0.5,0.5,"normal",16,64
0.032328769144074,0.05,0.5,0.5,"normal",16,64
-0.00253355471242648,0.05,0.5,0.5,"normal",16,64
-0.109660360456948,0.05,0.5,0.5,"normal",16,64
0.378623867307495,0.05,0.5,0.5,"normal",16,64
-0.152761799922712,0.05,0.5,0.5,"normal",16,64
0.340175054194025,0.05,0.5,0.5,"normal",16,64
0.387319493813458,0.05,0.5,0.5,"normal",16,64
-0.250608867994599,0.05,0.5,0.5,"normal",16,64
0.0942308826221722,0.05,0.5,0.5,"normal",16,64
0.501115410722713,0.05,0.5,0.5,"normal",16,64
-0.10748538359753,0.05,0.5,0.5,"normal",16,64
0.0204914125754355,0.05,0.5,0.5,"normal",16,64
0.338029517503316,0.05,0.5,0.5,"normal",16,64
0.13212424077341,0.05,0.5,0.5,"normal",16,64
-0.409258709691151,0.05,0.5,0.5,"normal",16,64
-0.0348532765060954,0.05,0.5,0.5,"normal",16,64
0.123017301351822,0.05,0.5,0.5,"normal",18,57
-0.380556372292003,0.05,0.5,0.5,"normal",18,57
-0.229202469557657,0.05,0.5,0.5,"normal",18,57
-0.0830198977118097,0.05,0.5,0.5,"normal",18,57
-0.00851086881286623,0.05,0.5,0.5,"normal",18,57
-0.0213941610976618,0.05,0.5,0.5,"normal",18,57
0.0621515774520808,0.05,0.5,0.5,"normal",18,57
0.0578389381274034,0.05,0.5,0.5,"normal",18,57
0.196815922368045,0.05,0.5,0.5,"normal",18,57
0.0657906144013499,0.05,0.5,0.5,"normal",18,57
0.316766890581443,0.05,0.5,0.5,"normal",18,57
-0.186836606539148,0.05,0.5,0.5,"normal",18,57
-0.163362212364678,0.05,0.5,0.5,"normal",18,57
0.17008423242606,0.05,0.5,0.5,"normal",18,57
-0.119622355846949,0.05,0.5,0.5,"normal",18,57
-0.0549358003966138,0.05,0.5,0.5,"normal",18,57
-0.048027064942011,0.05,0.5,0.5,"normal",18,57
-0.297553245625498,0.05,0.5,0.5,"normal",18,57
0.150160190184616,0.05,0.5,0.5,"normal",18,57
-0.0532074753097632,0.05,0.5,0.5,"normal",18,57
0.118978844535043,0.05,0.5,0.5,"normal",18,57
0.107486588248364,0.05,0.5,0.5,"normal",18,57
-0.194681479806998,0.05,0.5,0.5,"normal",18,57
0.0170070570562392,0.05,0.5,0.5,"normal",18,57
-0.107811598583874,0.05,0.5,0.5,"normal",18,57
0.565010721609532,0.05,0.5,0.5,"normal",18,57
0.14519195181153,0.05,0.5,0.5,"normal",18,57
0.111126562175165,0.05,0.5,0.5,"normal",18,57
0.0408884800810428,0.05,0.5,0.5,"normal",18,57
0.125397500386072,0.05,0.5,0.5,"normal",18,57
-0.0374602655372378,0.05,0.5,0.5,"normal",20,51
0.16677965348695,0.05,0.5,0.5,"normal",20,51
0.108625356939598,0.05,0.5,0.5,"normal",20,51
0.0181316018477138,0.05,0.5,0.5,"normal",20,51
-0.146843991776664,0.05,0.5,0.5,"normal",20,51
0.075598522027563,0.05,0.5,0.5,"normal",20,51
0.315790543414194,0.05,0.5,0.5,"normal",20,51
-0.472711540030191,0.05,0.5,0.5,"normal",20,51
0.1745760032306,0.05,0.5,0.5,"normal",20,51
0.398018205385538,0.05,0.5,0.5,"normal",20,51
0.434577938386717,0.05,0.5,0.5,"normal",20,51
0.00997969385890277,0.05,0.5,0.5,"normal",20,51
-0.34095128776051,0.05,0.5,0.5,"normal",20,51
-0.280011015713134,0.05,0.5,0.5,"normal",20,51
-0.300735158920246,0.05,0.5,0.5,"normal",20,51
-0.231422641082846,0.05,0.5,0.5,"normal",20,51
0.30210995652871,0.05,0.5,0.5,"normal",20,51
-0.0125552318417695,0.05,0.5,0.5,"normal",20,51
0.0412546870494688,0.05,0.5,0.5,"normal",20,51
0.00930881135511393,0.05,0.5,0.5,"normal",20,51
-0.115919448645848,0.05,0.5,0.5,"normal",20,51
0.38974311946209,0.05,0.5,0.5,"normal",20,51
0.528869375858278,0.05,0.5,0.5,"normal",20,51
0.451678051799991,0.05,0.5,0.5,"normal",20,51
0.0802034027565977,0.05,0.5,0.5,"normal",20,51
-0.356204834259535,0.05,0.5,0.5,"normal",20,51
-0.244176697788965,0.05,0.5,0.5,"normal",20,51
-0.182409047762768,0.05,0.5,0.5,"normal",20,51
-0.0100770446981887,0.05,0.5,0.5,"normal",20,51
-0.399895786793742,0.05,0.5,0.5,"normal",20,51
-0.275856421868406,0.05,0.5,0.5,"normal",22,46
0.0685786904602595,0.05,0.5,0.5,"normal",22,46
-0.103113208784557,0.05,0.5,0.5,"normal",22,46
0.0232170122846578,0.05,0.5,0.5,"normal",22,46
0.0453155831992783,0.05,0.5,0.5,"normal",22,46
-0.151299934401169,0.05,0.5,0.5,"normal",22,46
-0.138064481574462,0.05,0.5,0.5,"normal",22,46
0.175093749771394,0.05,0.5,0.5,"normal",22,46
0.243863392678805,0.05,0.5,0.5,"normal",22,46
-0.187083522311104,0.05,0.5,0.5,"normal",22,46
0.0123166784322027,0.05,0.5,0.5,"normal",22,46
0.245068751097224,0.05,0.5,0.5,"normal",22,46
0.0595038422889303,0.05,0.5,0.5,"normal",22,46
-0.0673013571122095,0.05,0.5,0.5,"normal",22,46
-0.090407525470023,0.05,0.5,0.5,"normal",22,46
-0.00123207654228274,0.05,0.5,0.5,"normal",22,46
0.337414827292376,0.05,0.5,0.5,"normal",22,46
0.0732665919779873,0.05,0.5,0.5,"normal",22,46
0.0152250094811388,0.05,0.5,0.5,"normal",22,46
-0.218713525787419,0.05,0.5,0.5,"normal",22,46
-0.326897953489822,0.05,0.5,0.5,"normal",22,46
0.143562761021574,0.05,0.5,0.5,"normal",22,46
0.0472744709112201,0.05,0.5,0.5,"normal",22,46
0.126495288561831,0.05,0.5,0.5,"normal",22,46
-0.120091772293122,0.05,0.5,0.5,"normal",22,46
-0.0122108849806864,0.05,0.5,0.5,"normal",22,46
-0.20759967140281,0.05,0.5,0.5,"normal",22,46
0.161050731011943,0.05,0.5,0.5,"normal",22,46
0.0049402562207065,0.05,0.5,0.5,"normal",22,46
-0.0805096811020196,0.05,0.5,0.5,"normal",22,46
-0.000193164334450629,0.05,0.5,0.5,"normal",24,42
0.302853046827843,0.05,0.5,0.5,"normal",24,42
0.181162230410582,0.05,0.5,0.5,"normal",24,42
-0.0439421072577918,0.05,0.5,0.5,"normal",24,42
0.01986793870392,0.05,0.5,0.5,"normal",24,42
-0.170193555814092,0.05,0.5,0.5,"normal",24,42
0.0388334817934223,0.05,0.5,0.5,"normal",24,42
0.352153714730774,0.05,0.5,0.5,"normal",24,42
-0.361224036221292,0.05,0.5,0.5,"normal",24,42
-0.0207841922202518,0.05,0.5,0.5,"normal",24,42
-0.0192268614001034,0.05,0.5,0.5,"normal",24,42
0.0014361032349362,0.05,0.5,0.5,"normal",24,42
-0.393121656204105,0.05,0.5,0.5,"normal",24,42
0.017570800779677,0.05,0.5,0.5,"normal",24,42
0.116914283735225,0.05,0.5,0.5,"normal",24,42
0.0895809263215824,0.05,0.5,0.5,"normal",24,42
-0.21879018376032,0.05,0.5,0.5,"normal",24,42
0.508734841238393,0.05,0.5,0.5,"normal",24,42
0.145865729322429,0.05,0.5,0.5,"normal",24,42
0.102070678598,0.05,0.5,0.5,"normal",24,42
-0.254905325679809,0.05,0.5,0.5,"normal",24,42
0.198439143569096,0.05,0.5,0.5,"normal",24,42
0.27898440339207,0.05,0.5,0.5,"normal",24,42
0.0553484210682082,0.05,0.5,0.5,"normal",24,42
0.278959829141392,0.05,0.5,0.5,"normal",24,42
0.129596828077771,0.05,0.5,0.5,"normal",24,42
-0.0510875559247314,0.05,0.5,0.5,"normal",24,42
-0.00915249553823949,0.05,0.5,0.5,"normal",24,42
0.0844592981021056,0.05,0.5,0.5,"normal",24,42
0.045832401150084,0.05,0.5,0.5,"normal",24,42
0.0888804067888984,0.05,0.5,0.5,"normal",26,39
-0.118612910937435,0.05,0.5,0.5,"normal",26,39
0.0394932830986761,0.05,0.5,0.5,"normal",26,39
0.325918262795811,0.05,0.5,0.5,"normal",26,39
-0.139039373282603,0.05,0.5,0.5,"normal",26,39
0.101649248305964,0.05,0.5,0.5,"normal",26,39
-0.0398297362901828,0.05,0.5,0.5,"normal",26,39
0.171917007700191,0.05,0.5,0.5,"normal",26,39
0.0890456673409531,0.05,0.5,0.5,"normal",26,39
0.320339616755452,0.05,0.5,0.5,"normal",26,39
0.0556830591109029,0.05,0.5,0.5,"normal",26,39
0.129412702225382,0.05,0.5,0.5,"normal",26,39
-0.443328186742923,0.05,0.5,0.5,"normal",26,39
0.274663248336463,0.05,0.5,0.5,"normal",26,39
0.208818373219887,0.05,0.5,0.5,"normal",26,39
0.318351836249437,0.05,0.5,0.5,"normal",26,39
0.171248024381829,0.05,0.5,0.5,"normal",26,39
-0.184582881425227,0.05,0.5,0.5,"normal",26,39
-0.118147729181699,0.05,0.5,0.5,"normal",26,39
-0.235416207182963,0.05,0.5,0.5,"normal",26,39
0.270097037540847,0.05,0.5,0.5,"normal",26,39
-0.243045021372407,0.05,0.5,0.5,"normal",26,39
-0.0111327345244983,0.05,0.5,0.5,"normal",26,39
-0.136503565105735,0.05,0.5,0.5,"normal",26,39
0.0163799649581957,0.05,0.5,0.5,"normal",26,39
0.559212991496476,0.05,0.5,0.5,"normal",26,39
0.00103683514506708,0.05,0.5,0.5,"normal",26,39
-0.208564952450712,0.05,0.5,0.5,"normal",26,39
-0.116226062749968,0.05,0.5,0.5,"normal",26,39
-0.105652559742568,0.05,0.5,0.5,"normal",26,39
0.101789642605435,0.05,0.5,0.5,"normal",28,36
0.0806872983518353,0.05,0.5,0.5,"normal",28,36
0.0296283162066556,0.05,0.5,0.5,"normal",28,36
0.0884228830886027,0.05,0.5,0.5,"normal",28,36
0.274492502189388,0.05,0.5,0.5,"normal",28,36
0.22277271395873,0.05,0.5,0.5,"normal",28,36
0.0397715461360624,0.05,0.5,0.5,"normal",28,36
-0.0151107750410281,0.05,0.5,0.5,"normal",28,36
0.229773423551161,0.05,0.5,0.5,"normal",28,36
-0.118604633234087,0.05,0.5,0.5,"normal",28,36
0.51428176794666,0.05,0.5,0.5,"normal",28,36
-0.0470442937998478,0.05,0.5,0.5,"normal",28,36
-0.0276117431201719,0.05,0.5,0.5,"normal",28,36
0.0578044975021082,0.05,0.5,0.5,"normal",28,36
-0.0153677145946004,0.05,0.5,0.5,"normal",28,36
-0.176539204177085,0.05,0.5,0.5,"normal",28,36
-0.205571787236495,0.05,0.5,0.5,"normal",28,36
0.407996440140852,0.05,0.5,0.5,"normal",28,36
-0.00408516981501792,0.05,0.5,0.5,"normal",28,36
0.284470372331864,0.05,0.5,0.5,"normal",28,36
0.0992804976462439,0.05,0.5,0.5,"normal",28,36
0.1240736463166,0.05,0.5,0.5,"normal",28,36
0.381395281471827,0.05,0.5,0.5,"normal",28,36
-0.302679833050961,0.05,0.5,0.5,"normal",28,36
0.420706287011334,0.05,0.5,0.5,"normal",28,36
0.138296085918498,0.05,0.5,0.5,"normal",28,36
0.010856161441128,0.05,0.5,0.5,"normal",28,36
0.24426557422877,0.05,0.5,0.5,"normal",28,36
0.130551448089415,0.05,0.5,0.5,"normal",28,36
